ID,EPC,VARIANCE,DESCRIPTION,METHOD,BESTIMATE,FASTIMATE
5602110,77.73,12.65,almost pippish,MCG,78.4,78.2
5602200,78.49,12.72,almost pippish,MCG,79.1,79.4
5603010,78.69,12.77,pippish,low checkers,77.5,79.9
5603100,79.28,12.88,pippish,low checkers,78.5,79.9
5604000,80.49,12.99,pippish,low checkers,79.0,81.6
5610030,77.11,12.19,almost pippish,MCG,78.1,79.4
5610120,77.1,12.51,almost pippish,MCG,77.3,78.2
5610210,77.63,12.68,almost pippish,MCG,77.6,78.2
5610300,78.68,12.69,almost pippish,MCG,78.8,79.4
5611020,77.67,12.65,almost pippish,MCG,78.1,78.7
5611110,78.02,12.95,almost pippish,MCG,77.8,77.5
5611200,78.91,13.01,almost pippish,MCG,78.6,78.7
5612010,78.91,13.07,pippish,low checkers,78.5,79.2
5612100,79.58,13.23,pippish,low checkers,79.5,79.2
5613000,80.72,13.31,pippish,low checkers,80.0,80.9
5620020,78.32,12.74,almost pippish,MCG,78.8,80.4
5620110,78.75,13.1,almost pippish,MCG,78.5,79.2
5620200,79.74,13.17,almost pippish,MCG,79.3,80.4
5621010,79.53,13.26,pippish,low checkers,79.5,79.7
5621100,80.32,13.45,pippish,low checkers,80.5,79.7
5622000,81.33,13.55,pippish,low checkers,81.0,81.4
5630010,80.43,13.36,pippish,low checkers,80.5,81.4
5630100,81.32,13.56,pippish,low checkers,81.5,81.4
5631000,82.19,13.71,pippish,low checkers,82.0,81.9
5640000,83.21,13.8,pippish,low checkers,83.0,83.6
5700030,79.19,12.4,almost pippish,MCG,80.7,81.6
5700120,79.23,12.59,almost pippish,MCG,79.9,80.4
5700210,79.62,12.69,almost pippish,MCG,80.2,80.4
5700300,80.41,12.71,almost pippish,MCG,81.4,81.6
5701020,79.56,12.75,almost pippish,MCG,80.7,80.9
5701110,79.86,12.93,almost pippish,MCG,80.4,79.7
5701200,80.53,13,almost pippish,MCG,81.2,80.9
5702010,80.58,13.1,pippish,low checkers,79.5,81.4
5702100,81.11,13.21,pippish,low checkers,80.5,81.4
5703000,82.19,13.32,pippish,low checkers,81.0,83.1
5710020,79.93,12.86,almost pippish,MCG,80.4,81.4
5710110,80.31,13.14,almost pippish,MCG,80.1,80.2
5710200,81.14,13.21,almost pippish,MCG,80.9,81.4
5711010,80.96,13.31,pippish,low checkers,80.5,80.7
5711100,81.63,13.48,pippish,low checkers,81.5,80.7
5712000,82.6,13.6,pippish,low checkers,82.0,82.4
5720010,81.67,13.44,pippish,low checkers,81.5,82.4
5720100,82.51,13.62,pippish,low checkers,82.5,82.4
5721000,83.32,13.79,pippish,low checkers,83.0,82.9
5730000,84.27,13.89,pippish,low checkers,84.0,84.6
5800020,81.98,12.95,almost pippish,MCG,83.0,83.6
5800110,82.26,13.12,almost pippish,MCG,82.7,82.4
5800200,82.85,13.2,almost pippish,MCG,83.5,83.6
5801010,82.74,13.32,pippish,low checkers,81.5,82.9
5801100,83.24,13.45,pippish,low checkers,82.5,82.9
5802000,84.1,13.61,pippish,low checkers,83.0,84.6
5810010,83.21,13.48,pippish,low checkers,82.5,83.4
5810100,83.9,13.64,pippish,low checkers,83.5,83.4
5811000,84.64,13.81,pippish,low checkers,84.0,83.9
5820000,85.45,13.95,pippish,low checkers,85.0,85.6
5900010,85.1,13.46,pippish,low checkers,83.5,85.6
5900100,85.59,13.61,pippish,low checkers,84.5,85.6
5901000,86.21,13.79,pippish,low checkers,85.0,86.1
5910000,86.84,13.96,pippish,low checkers,86.0,86.6
5A00000,88.49,13.93,pippish,low checkers,87.0,88.8
6000090,72.12,10.79,rollish,NNM,60.0,71.8
6000180,71.48,10.7,rollish,NNM,60.3,70.6
6000270,71.13,10.63,rollish,NNM,60.5,70.6
6000360,70.98,10.62,rollish,NNM,60.8,70.6
6000450,70.98,10.64,rollish,NNM,61.1,70.6
6000540,71.18,10.67,rollish,NNM,61.3,70.6
6000630,71.61,10.77,rollish,NNM,61.6,70.6
6000720,72.33,10.96,rollish,NNM,61.9,70.6
6000810,73.42,11.22,rollish,NNM,62.1,70.6
6000900,74.92,11.45,rollish,NNM,62.4,71.8
6001080,71.75,10.8,rollish,NNM,60.5,71.1
6001170,71.11,10.72,rollish,NNM,60.8,69.9
6001260,70.78,10.65,rollish,NNM,61.1,69.9
6001350,70.68,10.64,rollish,NNM,61.3,69.9
6001440,70.79,10.67,rollish,NNM,61.6,69.9
6001530,71.14,10.76,rollish,NNM,61.9,69.9
6001620,71.79,10.94,rollish,NNM,62.1,69.9
6001710,72.82,11.19,rollish,NNM,62.4,69.9
6001800,74.28,11.42,rollish,NNM,62.7,71.1
6002070,71.65,10.77,rollish,NNM,61.1,71.6
6002160,70.99,10.7,rollish,NNM,61.3,70.4
6002250,70.7,10.64,rollish,NNM,61.6,70.4
6002340,70.69,10.63,rollish,NNM,61.9,70.4
6002430,70.94,10.72,rollish,NNM,62.1,70.4
6002520,71.51,10.89,rollish,NNM,62.4,70.4
6002610,72.48,11.13,rollish,NNM,62.7,70.4
6002700,73.88,11.34,rollish,NNM,62.9,71.6
6003060,71.83,10.76,almost rollish,MCG,72.1,72.1
6003150,71.18,10.69,almost rollish,MCG,71.4,70.9
6003240,70.94,10.63,almost rollish,MCG,71.1,70.9
6003330,71.05,10.67,almost rollish,MCG,71.4,70.9
6003420,71.51,10.83,almost rollish,MCG,71.6,70.9
6003510,72.4,11.07,almost rollish,MCG,72.4,70.9
6003600,73.74,11.28,almost rollish,MCG,73.6,72.1
6004050,72.21,10.83,almost rollish,MCG,72.9,72.6
6004140,71.61,10.76,almost rollish,MCG,72.1,71.4
6004230,71.48,10.73,almost rollish,MCG,71.9,71.4
6004320,71.78,10.85,almost rollish,MCG,72.1,71.4
6004410,72.54,11.07,almost rollish,MCG,72.9,71.4
6004500,73.79,11.28,almost rollish,MCG,74.1,72.6
6005040,72.82,10.97,almost pippish,MCG,73.6,73.1
6005130,72.32,10.93,almost pippish,MCG,72.9,71.9
6005220,72.36,10.98,almost pippish,MCG,72.6,71.9
6005310,72.95,11.14,almost pippish,MCG,73.4,71.9
6005400,74.07,11.33,almost pippish,MCG,74.6,73.1
6006030,73.69,11.17,almost pippish,MCG,74.4,73.6
6006120,73.37,11.21,almost pippish,MCG,73.6,72.4
6006210,73.69,11.31,almost pippish,MCG,73.9,72.4
6006300,74.63,11.46,almost pippish,MCG,75.1,73.6
6007020,74.88,11.46,almost pippish,MCG,75.5,74.1
6007110,74.86,11.56,almost pippish,MCG,75.2,72.9
6007200,75.54,11.66,almost pippish,MCG,76.0,74.1
6008010,76.45,11.81,pippish,low checkers,68.5,74.6
6008100,76.81,11.9,pippish,low checkers,69.5,74.6
6009000,78.45,12.13,pippish,low checkers,70.0,76.3
6010080,72.38,10.94,rollish,NNM,60.8,71.6
6010170,71.4,10.83,rollish,NNM,61.1,70.4
6010260,70.87,10.69,rollish,NNM,61.3,70.4
6010350,70.65,10.61,rollish,NNM,61.6,70.4
6010440,70.67,10.61,rollish,NNM,61.9,70.4
6010530,70.95,10.68,rollish,NNM,62.1,70.4
6010620,71.54,10.85,rollish,NNM,62.4,70.4
6010710,72.52,11.07,rollish,NNM,62.7,70.4
6010800,73.94,11.28,rollish,NNM,62.9,71.6
6011070,72.01,10.96,rollish,NNM,61.3,70.9
6011160,71.06,10.85,rollish,NNM,61.6,69.7
6011250,70.58,10.73,rollish,NNM,61.9,69.7
6011340,70.45,10.66,rollish,NNM,62.1,69.7
6011430,70.61,10.7,rollish,NNM,62.4,69.7
6011520,71.08,10.85,rollish,NNM,62.7,69.7
6011610,71.96,11.07,rollish,NNM,62.9,69.7
6011700,73.31,11.28,rollish,NNM,63.2,70.9
6012060,71.9,10.93,almost rollish,MCG,71.1,71.4
6012150,70.99,10.85,almost rollish,MCG,70.4,70.2
6012240,70.58,10.73,almost rollish,MCG,70.1,70.2
6012330,70.57,10.7,almost rollish,MCG,70.4,70.2
6012420,70.91,10.82,almost rollish,MCG,70.6,70.2
6012510,71.68,11.04,almost rollish,MCG,71.4,70.2
6012600,72.94,11.22,almost rollish,MCG,72.6,71.4
6013050,72.11,10.91,almost rollish,MCG,71.9,71.9
6013140,71.28,10.85,almost rollish,MCG,71.1,70.7
6013230,70.96,10.78,almost rollish,MCG,70.9,70.7
6013320,71.12,10.83,almost rollish,MCG,71.1,70.7
6013410,71.75,11,almost rollish,MCG,71.9,70.7
6013500,72.89,11.18,almost rollish,MCG,73.1,71.9
6014040,72.6,11,almost pippish,MCG,72.6,72.4
6014130,71.88,10.97,almost pippish,MCG,71.9,71.2
6014220,71.73,10.97,almost pippish,MCG,71.6,71.2
6014310,72.15,11.08,almost pippish,MCG,72.4,71.2
6014400,73.15,11.23,almost pippish,MCG,73.6,72.4
6015030,73.37,11.17,almost pippish,MCG,73.4,72.9
6015120,72.84,11.22,almost pippish,MCG,72.6,71.7
6015210,72.95,11.29,almost pippish,MCG,72.9,71.7
6015300,73.73,11.38,almost pippish,MCG,74.1,72.9
6016020,74.47,11.45,almost pippish,MCG,74.1,73.4
6016110,74.22,11.56,almost pippish,MCG,73.9,72.2
6016200,74.7,11.62,almost pippish,MCG,74.6,73.4
6017010,75.96,11.77,pippish,low checkers,69.5,73.9
6017100,76.08,11.88,pippish,low checkers,70.5,73.9
6018000,77.85,12.07,pippish,low checkers,71.0,75.6
6020070,72.93,11.06,rollish,NNM,61.6,72.6
6020160,71.77,10.93,rollish,NNM,61.9,71.4
6020250,71.11,10.75,rollish,NNM,62.1,71.4
6020340,70.88,10.61,rollish,NNM,62.4,71.4
6020430,70.97,10.6,rollish,NNM,62.7,71.4
6020520,71.4,10.72,rollish,NNM,62.9,71.4
6020610,72.24,10.91,rollish,NNM,63.2,71.4
6020700,73.56,11.1,rollish,NNM,63.5,72.6
6021060,72.57,11.1,almost rollish,MCG,71.6,71.9
6021150,71.48,10.98,almost rollish,MCG,70.8,70.7
6021240,70.89,10.81,almost rollish,MCG,70.6,70.7
6021330,70.79,10.71,almost rollish,MCG,70.8,70.7
6021420,71.06,10.77,almost rollish,MCG,71.1,70.7
6021510,71.76,10.95,almost rollish,MCG,71.8,70.7
6021600,72.97,11.13,almost rollish,MCG,73.1,71.9
6022050,72.47,11.09,almost rollish,MCG,71.8,72.4
6022140,71.48,11,almost rollish,MCG,71.1,71.2
6022230,71.01,10.87,almost rollish,MCG,70.8,71.2
6022320,71.07,10.85,almost rollish,MCG,71.1,71.2
6022410,71.61,10.97,almost rollish,MCG,71.8,71.2
6022500,72.69,11.12,almost rollish,MCG,73.1,72.4
6023040,72.75,11.08,almost pippish,MCG,72.6,72.9
6023130,71.88,11.04,almost pippish,MCG,71.8,71.7
6023220,71.58,11.01,almost pippish,MCG,71.6,71.7
6023310,71.9,11.05,almost pippish,MCG,72.3,71.7
6023400,72.81,11.14,almost pippish,MCG,73.6,72.9
6024030,73.37,11.19,almost pippish,MCG,73.3,73.4
6024120,72.69,11.23,almost pippish,MCG,72.6,72.2
6024210,72.66,11.27,almost pippish,MCG,72.8,72.2
6024300,73.33,11.3,almost pippish,MCG,74.1,73.4
6025020,74.34,11.43,almost pippish,MCG,74.1,73.9
6025110,73.94,11.54,almost pippish,MCG,73.8,72.7
6025200,74.28,11.57,almost pippish,MCG,74.6,73.9
6026010,75.71,11.74,pippish,low checkers,70.5,74.4
6026100,75.68,11.84,pippish,low checkers,71.5,74.4
6027000,77.51,12.02,pippish,low checkers,72.0,76.1
6030060,73.61,11.21,almost rollish,MCG,72.8,73.6
6030150,72.44,11.08,almost rollish,MCG,72.0,72.4
6030240,71.76,10.89,almost rollish,MCG,71.8,72.4
6030330,71.59,10.74,almost rollish,MCG,72.0,72.4
6030420,71.83,10.77,almost rollish,MCG,72.3,72.4
6030510,72.51,10.92,almost rollish,MCG,73.0,72.4
6030600,73.72,11.08,almost rollish,MCG,74.3,73.6
6031050,73.3,11.28,almost rollish,MCG,72.8,72.9
6031140,72.22,11.16,almost rollish,MCG,72.0,71.7
6031230,71.67,11.01,almost rollish,MCG,71.8,71.7
6031320,71.67,10.94,almost rollish,MCG,72.0,71.7
6031410,72.17,11.03,almost rollish,MCG,72.8,71.7
6031500,73.22,11.15,almost rollish,MCG,74.0,72.9
6032040,73.28,11.28,almost pippish,MCG,73.0,73.4
6032130,72.34,11.23,almost pippish,MCG,72.3,72.2
6032220,71.96,11.16,almost pippish,MCG,72.0,72.2
6032310,72.22,11.17,almost pippish,MCG,72.8,72.2
6032400,73.09,11.23,almost pippish,MCG,74.0,73.4
6033030,73.67,11.31,almost pippish,MCG,73.8,73.9
6033120,72.92,11.35,almost pippish,MCG,73.0,72.7
6033210,72.82,11.37,almost pippish,MCG,73.3,72.7
6033300,73.44,11.36,almost pippish,MCG,74.5,73.9
6034020,74.47,11.49,almost pippish,MCG,74.5,74.4
6034110,74.02,11.59,almost pippish,MCG,74.3,73.2
6034200,74.28,11.61,almost pippish,MCG,75.0,74.4
6035010,75.72,11.77,pippish,low checkers,71.5,74.9
6035100,75.63,11.87,pippish,low checkers,72.5,74.9
6036000,77.41,12.04,pippish,low checkers,73.0,76.6
6040050,74.4,11.35,almost rollish,MCG,73.9,74.6
6040140,73.34,11.28,almost rollish,MCG,73.2,73.4
6040230,72.76,11.14,almost rollish,MCG,72.9,73.4
6040320,72.74,11.06,almost rollish,MCG,73.2,73.4
6040410,73.24,11.14,almost rollish,MCG,73.9,73.4
6040500,74.29,11.26,almost rollish,MCG,75.2,74.6
6041040,74.19,11.44,almost pippish,MCG,73.9,73.9
6041130,73.27,11.41,almost pippish,MCG,73.2,72.7
6041220,72.87,11.36,almost pippish,MCG,72.9,72.7
6041310,73.11,11.36,almost pippish,MCG,73.7,72.7
6041400,73.97,11.41,almost pippish,MCG,74.9,73.9
6042030,74.3,11.5,almost pippish,MCG,74.2,74.4
6042120,73.58,11.56,almost pippish,MCG,73.4,73.2
6042210,73.45,11.59,almost pippish,MCG,73.7,73.2
6042300,74.05,11.59,almost pippish,MCG,74.9,74.4
6043020,74.87,11.61,almost pippish,MCG,74.9,74.9
6043110,74.44,11.75,almost pippish,MCG,74.7,73.7
6043200,74.69,11.8,almost pippish,MCG,75.4,74.9
6044010,75.95,11.84,pippish,low checkers,72.5,75.4
6044100,75.89,11.98,pippish,low checkers,73.5,75.4
6045000,77.53,12.11,pippish,low checkers,74.0,77.1
6050040,75.4,11.53,almost pippish,MCG,75.1,75.6
6050130,74.53,11.53,almost pippish,MCG,74.4,74.4
6050220,74.15,11.51,almost pippish,MCG,74.1,74.4
6050310,74.39,11.52,almost pippish,MCG,74.9,74.4
6050400,75.25,11.57,almost pippish,MCG,76.1,75.6
6051030,75.33,11.67,almost pippish,MCG,75.1,74.9
6051120,74.67,11.75,almost pippish,MCG,74.4,73.7
6051210,74.56,11.81,almost pippish,MCG,74.6,73.7
6051300,75.15,11.82,almost pippish,MCG,75.9,74.9
6052020,75.63,11.81,almost pippish,MCG,75.4,75.4
6052110,75.26,11.98,almost pippish,MCG,75.1,74.2
6052200,75.53,12.05,almost pippish,MCG,75.9,75.4
6053010,76.48,11.99,pippish,low checkers,73.5,75.9
6053100,76.5,12.18,pippish,low checkers,74.5,75.9
6054000,77.92,12.22,pippish,low checkers,75.0,77.6
6060030,76.68,11.77,almost pippish,MCG,76.4,76.6
6060120,76.08,11.88,almost pippish,MCG,75.6,75.4
6060210,76,11.96,almost pippish,MCG,75.9,75.4
6060300,76.6,11.98,almost pippish,MCG,77.1,76.6
6061020,76.82,11.99,almost pippish,MCG,76.4,75.9
6061110,76.51,12.17,almost pippish,MCG,76.1,74.7
6061200,76.8,12.26,almost pippish,MCG,76.9,75.9
6062010,77.41,12.21,pippish,low checkers,74.5,76.4
6062100,77.49,12.41,pippish,low checkers,75.5,76.4
6063000,78.63,12.41,pippish,low checkers,76.0,78.1
6070020,78.3,12.11,almost pippish,MCG,77.9,77.6
6070110,78.05,12.31,almost pippish,MCG,77.6,76.4
6070200,78.37,12.4,almost pippish,MCG,78.4,77.6
6071010,78.74,12.39,pippish,low checkers,75.5,76.9
6071100,78.87,12.59,pippish,low checkers,76.5,76.9
6072000,79.71,12.62,pippish,low checkers,77.0,78.6
6080010,80.33,12.53,pippish,low checkers,76.5,78.6
6080100,80.5,12.72,pippish,low checkers,77.5,78.6
6081000,81.14,12.8,pippish,low checkers,78.0,79.1
6090000,82.8,12.93,pippish,low checkers,79.0,80.8
6100080,71.9,10.72,rollish,NNM,61.1,72.6
6100170,71.23,10.64,rollish,NNM,61.3,71.4
6100260,70.91,10.59,rollish,NNM,61.6,71.4
6100350,70.86,10.6,rollish,NNM,61.9,71.4
6100440,71.05,10.67,rollish,NNM,62.1,71.4
6100530,71.53,10.83,rollish,NNM,62.4,71.4
6100620,72.37,11.12,rollish,NNM,62.7,71.4
6100710,73.65,11.4,rollish,NNM,62.9,71.4
6100800,75.31,11.62,rollish,NNM,63.2,72.6
6101070,71.49,10.75,rollish,NNM,61.6,71.9
6101160,70.88,10.68,rollish,NNM,61.9,70.7
6101250,70.65,10.63,rollish,NNM,62.1,70.7
6101340,70.72,10.67,rollish,NNM,62.4,70.7
6101430,71.1,10.83,rollish,NNM,62.7,70.7
6101520,71.85,11.11,rollish,NNM,62.9,70.7
6101610,73.06,11.39,rollish,NNM,63.2,70.7
6101700,74.69,11.6,rollish,NNM,63.5,71.9
6102060,71.38,10.73,almost rollish,MCG,71.9,72.4
6102150,70.83,10.68,almost rollish,MCG,71.1,71.2
6102240,70.72,10.67,almost rollish,MCG,70.9,71.2
6102330,70.96,10.79,almost rollish,MCG,71.1,71.2
6102420,71.6,11.06,almost rollish,MCG,71.4,71.2
6102510,72.73,11.34,almost rollish,MCG,72.1,71.2
6102600,74.3,11.54,almost rollish,MCG,73.4,72.4
6103050,71.62,10.73,almost rollish,MCG,72.6,72.9
6103140,71.17,10.71,almost rollish,MCG,71.9,71.7
6103230,71.21,10.79,almost rollish,MCG,71.6,71.7
6103320,71.7,11.01,almost rollish,MCG,71.9,71.7
6103410,72.71,11.29,almost rollish,MCG,72.6,71.7
6103500,74.2,11.49,almost rollish,MCG,73.9,72.9
6104040,72.18,10.84,almost pippish,MCG,73.4,73.4
6104130,71.88,10.9,almost pippish,MCG,72.6,72.2
6104220,72.15,11.08,almost pippish,MCG,72.4,72.2
6104310,73.01,11.32,almost pippish,MCG,73.1,72.2
6104400,74.38,11.51,almost pippish,MCG,74.4,73.4
6105030,73.07,11.09,almost pippish,MCG,74.1,73.9
6105120,73.02,11.26,almost pippish,MCG,73.4,72.7
6105210,73.64,11.45,almost pippish,MCG,73.6,72.7
6105300,74.85,11.61,almost pippish,MCG,74.9,73.9
6106020,74.35,11.47,almost pippish,MCG,74.9,74.4
6106110,74.66,11.66,almost pippish,MCG,74.6,73.2
6106200,75.66,11.79,almost pippish,MCG,75.4,74.4
6107010,76.11,11.86,pippish,low checkers,70.5,74.9
6107100,76.82,11.99,pippish,low checkers,71.5,74.9
6108000,78.31,12.17,pippish,low checkers,72.0,76.6
6110070,72.09,10.88,rollish,NNM,61.9,72.4
6110160,71.15,10.8,rollish,NNM,62.1,71.2
6110250,70.69,10.7,rollish,NNM,62.4,71.2
6110340,70.64,10.67,rollish,NNM,62.7,71.2
6110430,70.92,10.79,rollish,NNM,62.9,71.2
6110520,71.58,11.04,rollish,NNM,63.2,71.2
6110610,72.74,11.29,rollish,NNM,63.5,71.2
6110700,74.35,11.48,rollish,NNM,63.7,72.4
6111060,71.74,10.93,almost rollish,MCG,71.4,71.7
6111150,70.91,10.86,almost rollish,MCG,70.6,70.5
6111240,70.6,10.79,almost rollish,MCG,70.4,70.5
6111330,70.71,10.84,almost rollish,MCG,70.6,70.5
6111420,71.24,11.06,almost rollish,MCG,70.9,70.5
6111510,72.27,11.33,almost rollish,MCG,71.6,70.5
6111600,73.79,11.51,almost rollish,MCG,72.9,71.7
6112050,71.7,10.93,almost rollish,MCG,71.6,72.2
6112140,71.01,10.91,almost rollish,MCG,70.9,71
6112230,70.85,10.93,almost rollish,MCG,70.6,71
6112320,71.21,11.09,almost rollish,MCG,70.9,71
6112410,72.1,11.33,almost rollish,MCG,71.6,71
6112500,73.51,11.51,almost rollish,MCG,72.9,72.2
6113040,72.07,10.97,almost pippish,MCG,72.4,72.7
6113130,71.54,11.04,almost pippish,MCG,71.6,71.5
6113220,71.62,11.18,almost pippish,MCG,71.4,71.5
6113310,72.33,11.36,almost pippish,MCG,72.1,71.5
6113400,73.6,11.51,almost pippish,MCG,73.4,72.7
6114030,72.83,11.16,almost pippish,MCG,73.1,73.2
6114120,72.55,11.34,almost pippish,MCG,72.4,72
6114210,72.97,11.5,almost pippish,MCG,72.6,72
6114300,74.06,11.61,almost pippish,MCG,73.9,73.2
6115020,74,11.5,almost pippish,MCG,73.9,73.7
6115110,74.08,11.71,almost pippish,MCG,73.6,72.5
6115200,74.9,11.81,almost pippish,MCG,74.4,73.7
6116010,75.64,11.86,pippish,low checkers,71.5,74.2
6116100,76.13,12.01,pippish,low checkers,72.5,74.2
6117000,77.72,12.15,pippish,low checkers,73.0,75.9
6120060,72.62,11.03,almost rollish,MCG,72.1,73.4
6120150,71.57,10.96,almost rollish,MCG,71.3,72.2
6120240,71.06,10.84,almost rollish,MCG,71.1,72.2
6120330,71.06,10.82,almost rollish,MCG,71.3,72.2
6120420,71.52,10.98,almost rollish,MCG,71.6,72.2
6120510,72.51,11.2,almost rollish,MCG,72.3,72.2
6120600,74,11.35,almost rollish,MCG,73.6,73.4
6121050,72.37,11.11,almost rollish,MCG,72.1,72.7
6121140,71.48,11.07,almost rollish,MCG,71.3,71.5
6121230,71.15,11.04,almost rollish,MCG,71.1,71.5
6121320,71.4,11.13,almost rollish,MCG,71.3,71.5
6121410,72.21,11.32,almost rollish,MCG,72.1,71.5
6121500,73.56,11.47,almost rollish,MCG,73.3,72.7
6122040,72.46,11.17,almost pippish,MCG,72.3,73.2
6122130,71.76,11.22,almost pippish,MCG,71.6,72
6122220,71.69,11.31,almost pippish,MCG,71.3,72
6122310,72.27,11.45,almost pippish,MCG,72.1,72
6122400,73.47,11.55,almost pippish,MCG,73.3,73.2
6123030,72.99,11.29,almost pippish,MCG,73.1,73.7
6123120,72.56,11.47,almost pippish,MCG,72.3,72.5
6123210,72.83,11.61,almost pippish,MCG,72.6,72.5
6123300,73.83,11.67,almost pippish,MCG,73.8,73.7
6124020,74,11.58,almost pippish,MCG,73.8,74.2
6124110,73.93,11.79,almost pippish,MCG,73.6,73
6124200,74.62,11.87,almost pippish,MCG,74.3,74.2
6125010,75.51,11.92,pippish,low checkers,72.5,74.7
6125100,75.84,12.06,pippish,low checkers,73.5,74.7
6126000,77.46,12.18,pippish,low checkers,74.0,76.4
6130050,73.4,11.22,almost rollish,MCG,73.3,74.4
6130140,72.41,11.17,almost rollish,MCG,72.5,73.2
6130230,71.97,11.12,almost rollish,MCG,72.3,73.2
6130320,72.15,11.16,almost rollish,MCG,72.5,73.2
6130410,72.94,11.3,almost rollish,MCG,73.3,73.2
6130500,74.28,11.41,almost rollish,MCG,74.5,74.4
6131040,73.29,11.36,almost pippish,MCG,73.3,73.7
6131130,72.51,11.4,almost pippish,MCG,72.5,72.5
6131220,72.33,11.46,almost pippish,MCG,72.3,72.5
6131310,72.87,11.55,almost pippish,MCG,73.0,72.5
6131400,74.03,11.62,almost pippish,MCG,74.3,73.7
6132030,73.55,11.52,almost pippish,MCG,73.5,74.2
6132120,73.05,11.68,almost pippish,MCG,72.8,73
6132210,73.24,11.8,almost pippish,MCG,73.0,73
6132300,74.18,11.83,almost pippish,MCG,74.3,74.2
6133020,74.35,11.75,almost pippish,MCG,74.3,74.7
6133110,74.22,11.97,almost pippish,MCG,74.0,73.5
6133200,74.83,12.04,almost pippish,MCG,74.8,74.7
6134010,75.71,12.05,pippish,low checkers,73.5,75.2
6134100,75.98,12.2,pippish,low checkers,74.5,75.2
6135000,77.55,12.29,pippish,low checkers,75.0,76.9
6140040,74.37,11.43,almost pippish,MCG,74.4,75.4
6140130,73.6,11.51,almost pippish,MCG,73.7,74.2
6140220,73.4,11.58,almost pippish,MCG,73.4,74.2
6140310,73.91,11.65,almost pippish,MCG,74.2,74.2
6140400,75.08,11.7,almost pippish,MCG,75.4,75.4
6141030,74.47,11.68,almost pippish,MCG,74.4,74.7
6141120,73.98,11.86,almost pippish,MCG,73.7,73.5
6141210,74.15,11.98,almost pippish,MCG,73.9,73.5
6141300,75.06,12,almost pippish,MCG,75.2,74.7
6142020,75.02,11.96,almost pippish,MCG,74.7,75.2
6142110,74.91,12.2,almost pippish,MCG,74.4,74
6142200,75.5,12.27,almost pippish,MCG,75.2,75.2
6143010,76.18,12.23,pippish,low checkers,74.5,75.7
6143100,76.49,12.42,pippish,low checkers,75.5,75.7
6144000,77.9,12.46,pippish,low checkers,76.0,77.4
6150030,75.66,11.75,almost pippish,MCG,75.6,76.4
6150120,75.21,11.96,almost pippish,MCG,74.9,75.2
6150210,75.4,12.11,almost pippish,MCG,75.1,75.2
6150300,76.31,12.11,almost pippish,MCG,76.4,76.4
6151020,76.05,12.11,almost pippish,MCG,75.6,75.7
6151110,75.99,12.36,almost pippish,MCG,75.4,74.5
6151200,76.59,12.45,almost pippish,MCG,76.1,75.7
6152010,76.98,12.43,pippish,low checkers,75.5,76.2
6152100,77.35,12.63,pippish,low checkers,76.5,76.2
6153000,78.54,12.65,pippish,low checkers,77.0,77.9
6160020,77.37,12.18,almost pippish,MCG,76.9,77.4
6160110,77.37,12.45,almost pippish,MCG,76.6,76.2
6160200,77.96,12.54,almost pippish,MCG,77.4,77.4
6161010,78.15,12.57,pippish,low checkers,76.5,76.7
6161100,78.56,12.77,pippish,low checkers,77.5,76.7
6162000,79.49,12.84,pippish,low checkers,78.0,78.4
6170010,79.59,12.65,pippish,low checkers,77.5,78.4
